source,headline
CBS News,"Transcript: John Kerry on ""Face the Nation,"" January 12, 2020"
CBS News,"Kerry pushes back on Trump over Iran deal: ""The president's tweet is a lie"""
CBS News,"Tim Kaine says Congress ""stepping up to the plate"" on new AUMF"
CBS News,Mike Lee says Trump not to blame for inadequate Iran briefing
CBS News,"Iran: Mark Esper says he ""didn't see"" specific piece of evidence showing threat to 4 U.S. embassies on ""Face the Nation"""
CBS News,"Full transcript of ""Face the Nation"" on January 12, 2020"
CBS News,"John Kerry says on ""Face the Nation"" that Bernie Sanders is ""distorting"" Joe Biden's record on Iraq war"
CBS News,Michael Bloomberg kicked off campaign bus tour in Texas
CBS News,"Tim Kaine and Mike Lee say Congress to blame for failing to restrain presidents' use of military force on ""Face the Nation"""
CBS News,Steve Hartman finds the family that he never knew he had
CBS News,"Mark Esper says he ""didn't see"" specific evidence showing Iran planned to strike 4 U.S. embassies"
CBS News,"Schiff accuses Trump of ""fudging"" intelligence on threat from Iran"
CBS News,"Florida ferry accident shocks residents of Fisher Island: ""This has never happened"""
CBS News,Coronavirus live updates: Inspectors in Wuhan go door-to-door searching for every coronavirus case
CBS News,"Alabama couple struggling after hospital sues over medical debt: ""I wish you'd have let me die"""
CBS News,"Buttigieg, Sanders campaigns request limited recount in Iowa"
CBS News,Payday loans are landing people in jail
CBS News,"New poll shows Trump faltering in two ""blue wall"" states he carried in 2016"
CBS News,"1 Mike Bloomberg equals 660,000 American households, wealthwise"
CBS News,Is artificial intelligence making racial profiling worse?
CBS News,Sit-in at Syracuse enters fourth day after racist and biased incidents continue to be reported on campus
CBS News,"Neil Young pens open letter to President Trump: ""Our first black president was a better man than you are"""
